Score,Weight_class,Age,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
2.976,featherweight,28,left-handed,46,28,1,75,0.62
2.958,lightweight,10,left-handed,8,2,2,12,0.75
2.94,super lightweight,14,left-handed,4,2,0,6,0.666666667
2.94,lightweight,11,left-handed,9,1,0,10,0.9
2.917,super middleweight,16,left-handed,9,0,0,9,1
2.883,super lightweight,14,left-handed,5,5,0,10,0.5
2.86,super lightweight,8,left-handed,3,2,0,5,0.6
2.849,super flyweight,11,left-handed,7,6,2,15,0.533333333
2.794,lightweight,23,left-handed,19,11,0,30,0.633333333
2.772,super lightweight,12,left-handed,6,0,0,6,1
2.765,super bantamweight,19,left-handed,18,18,1,37,0.5
2.743,bantamweight,NA,left-handed,17,14,4,35,0.542857143
2.697,super lightweight,22,left-handed,13,4,1,18,0.75
2.687,lightweight,21,left-handed,9,13,1,23,0.413043478
2.66,featherweight,9,left-handed,10,1,0,11,0.909090909
2.657,welterweight,15,left-handed,11,1,0,12,0.916666667
2.651,heavyweight,29,left-handed,16,14,0,30,0.533333333
2.633,featherweight,11,left-handed,14,0,1,15,0.966666667
2.62,lightweight,11,left-handed,3,4,0,7,0.428571429
2.614,middleweight,16,left-handed,16,4,0,20,0.8
2.61,super welterweight,11,left-handed,5,10,3,18,0.361111111
2.585,featherweight,14,left-handed,5,4,0,9,0.555555556
2.583,heavyweight,33,left-handed,35,33,1,69,0.514492754
2.556,featherweight,10,left-handed,6,0,0,6,1
2.546,heavyweight,15,left-handed,15,2,1,18,0.861111111
2.539,flyweight,NA,left-handed,4,2,1,7,0.642857143
2.522,super welterweight,24,left-handed,1,0,0,1,1
2.521,lightweight,8,left-handed,10,0,0,10,1
2.48,flyweight,15,left-handed,8,16,1,25,0.34
2.464,lightweight,24,left-handed,6,5,0,11,0.545454545
2.455,lightweight,18,left-handed,20,14,3,37,0.581081081
2.426,lightweight,24,left-handed,20,8,0,28,0.714285714
2.423,super middleweight,19,left-handed,7,1,2,10,0.8
2.41,super bantamweight,15,left-handed,8,6,4,18,0.555555556
2.398,super lightweight,20,left-handed,4,14,1,19,0.236842105
2.388,flyweight,12,left-handed,8,5,2,15,0.6
2.377,super lightweight,18,left-handed,9,4,0,13,0.692307692
2.364,welterweight,13,left-handed,6,3,0,9,0.666666667
0.019,super middleweight,22,right-handed,5,104,1,110,0.05
0.019,super welterweight,25,right-handed,15,188,12,215,0.097674419
0.019,super welterweight,19,right-handed,1,31,0,32,0.03125
0.018,super lightweight,18,right-handed,12,56,0,68,0.176470588
0.017,middleweight,10,right-handed,3,36,1,40,0.0875
0.016,middleweight,26,right-handed,2,37,3,42,0.083333333
0.015,super welterweight,15,right-handed,0,35,0,35,0
0.015,lightweight,14,right-handed,2,39,4,45,0.088888889
0.014,super lightweight,19,right-handed,6,158,4,168,0.047619048
0.013,middleweight,23,right-handed,2,37,1,40,0.0625
0.013,heavyweight,14,right-handed,7,41,0,48,0.145833333
0.013,super lightweight,14,right-handed,7,88,0,95,0.073684211
0.013,super welterweight,34,right-handed,11,47,0,58,0.189655172
0.012,super featherweight,22,right-handed,14,58,5,77,0.214285714
0.011,cruiserweight,31,right-handed,10,48,1,59,0.177966102
0.011,super bantamweight,19,right-handed,6,51,0,57,0.105263158
0.01,super featherweight,14,right-handed,2,43,2,47,0.063829787
0.01,super lightweight,16,right-handed,0,40,3,43,0.034883721
0.01,super middleweight,23,right-handed,0,40,0,40,0
0.009,featherweight,20,right-handed,16,58,5,79,0.234177215
0.009,super bantamweight,21,right-handed,9,50,4,63,0.174603175
0.008,lightweight,10,right-handed,7,45,1,53,0.141509434
0.007,welterweight,25,right-handed,8,53,1,62,0.137096774
0.007,cruiserweight,21,right-handed,3,44,0,47,0.063829787
0.006,middleweight,NA,right-handed,0,44,2,46,0.02173913
0.006,super middleweight,14,right-handed,8,99,1,108,0.078703704
0.003,light heavyweight,30,right-handed,19,58,0,77,0.246753247
0.002,lightweight,12,right-handed,2,62,1,65,0.038461538
0.03,lightweight,9,right-handed,0,20,0,20,0
0.03,cruiserweight,23,right-handed,3,56,4,63,0.079365079
0.029,lightweight,18,right-handed,4,42,1,47,0.095744681
0.029,super featherweight,11,right-handed,0,20,0,20,0
0.029,super featherweight,19,right-handed,4,36,2,42,0.119047619
0.029,super middleweight,21,right-handed,3,26,1,30,0.116666667
0.028,super middleweight,18,right-handed,1,22,3,26,0.096153846
0.028,bantamweight,NA,right-handed,1,22,0,23,0.043478261
0.028,super welterweight,19,right-handed,10,37,2,49,0.224489796
0.028,super bantamweight,NA,right-handed,5,22,0,27,0.185185185
0.028,super lightweight,28,right-handed,0,22,0,22,0
0.028,cruiserweight,15,right-handed,6,31,1,38,0.171052632
0.028,light heavyweight,9,right-handed,2,24,0,26,0.076923077
0.027,super lightweight,25,right-handed,2,23,4,29,0.137931034
0.027,super welterweight,27,right-handed,6,55,2,63,0.111111111
0.027,lightweight,9,right-handed,2,41,1,44,0.056818182
0.027,super lightweight,21,right-handed,0,23,0,23,0
0.027,lightweight,22,right-handed,1,37,1,39,0.038461538
0.026,super lightweight,22,right-handed,6,33,2,41,0.170731707
0.026,super lightweight,9,right-handed,1,43,0,44,0.022727273
0.026,super lightweight,25,right-handed,20,67,4,91,0.241758242
0.026,welterweight,12,right-handed,3,34,4,41,0.12195122
0.026,lightweight,16,right-handed,15,34,0,49,0.306122449
0.026,super welterweight,28,right-handed,0,24,0,24,0
0.026,super lightweight,20,right-handed,9,31,0,40,0.225
0.025,super featherweight,16,right-handed,9,33,5,47,0.244680851
0.025,middleweight,8,right-handed,0,25,0,25,0
0.025,super middleweight,9,right-handed,2,25,0,27,0.074074074
0.025,cruiserweight,13,right-handed,4,34,1,39,0.115384615
0.025,featherweight,15,right-handed,3,37,1,41,0.085365854
0.025,cruiserweight,17,right-handed,1,25,0,26,0.038461538
0.025,featherweight,9,right-handed,0,25,0,25,0
0.025,super welterweight,13,right-handed,0,25,1,26,0.019230769
0.025,super welterweight,32,right-handed,8,53,2,63,0.142857143
0.024,super middleweight,13,right-handed,7,52,3,62,0.137096774
0.023,super welterweight,23,right-handed,4,40,2,46,0.108695652
0.023,light heavyweight,13,right-handed,0,27,2,29,0.034482759
0.023,light heavyweight,10,right-handed,3,40,0,43,0.069767442
0.023,cruiserweight,27,right-handed,3,88,2,93,0.043010753
0.023,super welterweight,21,right-handed,5,37,2,44,0.136363636
0.023,flyweight,25,right-handed,0,27,0,27,0
0.022,featherweight,24,right-handed,0,25,1,26,0.019230769
0.022,light heavyweight,26,right-handed,4,41,1,46,0.097826087
0.022,cruiserweight,23,right-handed,1,31,2,34,0.058823529
0.021,middleweight,26,right-handed,3,36,2,41,0.097560976
0.021,super lightweight,30,right-handed,3,36,0,39,0.076923077
0.02,lightweight,27,right-handed,2,31,4,37,0.108108108
0.02,light heavyweight,19,right-handed,0,30,0,30,0
0.02,middleweight,12,right-handed,11,34,0,45,0.244444444
0.019,heavyweight,23,right-handed,2,39,0,41,0.048780488
0.035,heavyweight,20,right-handed,21,73,7,101,0.242574257
0.035,middleweight,26,right-handed,3,18,0,21,0.142857143
0.035,welterweight,11,right-handed,1,1,0,2,0.5
0.035,lightweight,15,right-handed,0,13,1,14,0.035714286
0.035,super middleweight,7,right-handed,0,14,0,14,0
0.035,middleweight,22,right-handed,1,16,0,17,0.058823529
0.035,featherweight,19,right-handed,0,5,0,5,0
0.035,featherweight,20,right-handed,0,15,0,15,0
0.035,super welterweight,24,right-handed,9,31,1,41,0.231707317
0.035,featherweight,22,right-handed,2,21,0,23,0.086956522
0.035,super bantamweight,13,right-handed,0,15,0,15,0
0.035,super middleweight,17,right-handed,2,29,2,33,0.090909091
0.035,lightweight,32,right-handed,1,21,3,25,0.1
0.035,middleweight,10,right-handed,0,15,0,15,0
0.035,light heavyweight,18,right-handed,2,18,1,21,0.119047619
0.035,cruiserweight,28,right-handed,6,32,0,38,0.157894737
0.034,super middleweight,23,right-handed,15,37,2,54,0.296296296
0.034,welterweight,7,right-handed,0,16,2,18,0.055555556
0.034,heavyweight,37,right-handed,3,26,3,32,0.140625
0.034,super middleweight,13,right-handed,0,9,0,9,0
0.034,super lightweight,NA,right-handed,1,15,0,16,0.0625
0.034,lightweight,11,right-handed,0,16,0,16,0
0.034,super middleweight,NA,right-handed,1,37,2,40,0.05
0.034,cruiserweight,17,right-handed,1,16,0,17,0.058823529
0.034,lightweight,NA,right-handed,0,16,0,16,0
0.033,super lightweight,15,right-handed,3,15,1,19,0.184210526
0.033,middleweight,18,right-handed,1,17,0,18,0.055555556
0.033,welterweight,13,right-handed,2,19,0,21,0.095238095
0.033,super bantamweight,24,right-handed,1,24,0,25,0.04
0.033,super bantamweight,25,right-handed,2,20,0,22,0.090909091
0.033,lightweight,12,right-handed,0,17,0,17,0
0.032,middleweight,16,right-handed,4,37,1,42,0.107142857
0.032,flyweight,10,right-handed,3,18,5,26,0.211538462
0.032,super bantamweight,20,right-handed,2,18,2,22,0.136363636
0.032,super middleweight,24,right-handed,3,18,0,21,0.142857143
0.032,featherweight,14,right-handed,3,26,2,31,0.129032258
0.032,cruiserweight,32,right-handed,5,42,2,49,0.12244898
0.031,middleweight,25,right-handed,1,21,2,24,0.083333333
0.031,super featherweight,20,right-handed,2,26,0,28,0.071428571
0.031,cruiserweight,13,right-handed,0,19,0,19,0
0.031,lightweight,27,right-handed,0,20,1,21,0.023809524
0.031,featherweight,14,right-handed,0,28,1,29,0.017241379
0.03,super welterweight,15,right-handed,3,23,1,27,0.12962963
0.03,light heavyweight,14,right-handed,17,28,2,47,0.382978723
0.03,super lightweight,13,right-handed,1,19,1,21,0.071428571
0.03,light heavyweight,25,right-handed,9,21,0,30,0.3
0.03,super middleweight,24,right-handed,0,20,0,20,0
0.03,lightweight,16,right-handed,7,47,2,56,0.142857143
0.03,super welterweight,11,right-handed,7,36,0,43,0.162790698
0.03,flyweight,24,right-handed,1,20,0,21,0.047619048
0.038,welterweight,NA,right-handed,0,3,0,3,0
0.037,super featherweight,11,right-handed,5,19,1,25,0.22
0.037,middleweight,32,right-handed,5,22,4,31,0.225806452
0.037,lightweight,13,right-handed,4,26,0,30,0.133333333
0.037,light heavyweight,10,right-handed,1,13,3,17,0.147058824
0.037,middleweight,12,right-handed,1,20,0,21,0.047619048
0.037,super welterweight,18,right-handed,9,51,3,63,0.166666667
0.037,super lightweight,23,right-handed,1,30,0,31,0.032258065
0.037,middleweight,21,right-handed,2,13,1,16,0.15625
0.037,middleweight,20,right-handed,12,28,3,43,0.313953488
0.037,heavyweight,21,right-handed,2,24,2,28,0.107142857
0.037,featherweight,13,right-handed,4,11,0,15,0.266666667
0.037,light heavyweight,26,right-handed,1,14,3,18,0.138888889
0.037,super flyweight,NA,right-handed,2,13,4,19,0.210526316
0.037,welterweight,23,right-handed,5,3,0,8,0.625
0.037,lightweight,7,right-handed,0,13,3,16,0.09375
0.037,lightweight,12,right-handed,0,13,0,13,0
0.037,super welterweight,20,right-handed,2,30,1,33,0.075757576
0.037,welterweight,11,right-handed,4,83,2,89,0.056179775
0.037,super welterweight,NA,right-handed,0,13,0,13,0
0.037,super bantamweight,10,right-handed,1,10,0,11,0.090909091
0.037,featherweight,8,right-handed,0,13,0,13,0
0.037,super bantamweight,12,right-handed,0,13,1,14,0.035714286
0.037,middleweight,20,right-handed,0,7,1,8,0.0625
0.037,super middleweight,25,right-handed,2,19,0,21,0.095238095
0.037,cruiserweight,10,right-handed,10,28,2,40,0.275
0.037,welterweight,16,right-handed,1,16,1,18,0.083333333
0.037,super lightweight,11,right-handed,9,21,1,31,0.306451613
0.037,super featherweight,14,right-handed,6,14,1,21,0.30952381
0.037,welterweight,25,right-handed,5,18,0,23,0.217391304
0.036,middleweight,21,right-handed,0,18,1,19,0.026315789
0.036,lightweight,12,right-handed,16,21,0,37,0.432432432
0.036,super middleweight,20,right-handed,11,37,2,50,0.24
0.036,featherweight,20,right-handed,3,14,0,17,0.176470588
0.036,middleweight,15,right-handed,4,23,2,29,0.172413793
0.036,middleweight,15,right-handed,9,20,3,32,0.328125
0.036,light heavyweight,20,right-handed,4,14,1,19,0.236842105
0.036,cruiserweight,29,right-handed,14,39,1,54,0.268518519
0.036,middleweight,18,right-handed,5,81,1,87,0.063218391
0.036,super featherweight,20,right-handed,0,14,0,14,0
0.036,super lightweight,19,right-handed,3,27,0,30,0.1
0.036,super bantamweight,NA,right-handed,1,18,0,19,0.052631579
0.036,light flyweight,14,right-handed,0,14,1,15,0.033333333
0.036,light heavyweight,26,right-handed,9,35,1,45,0.211111111
0.036,super welterweight,21,right-handed,11,17,0,28,0.392857143
0.036,light heavyweight,16,right-handed,11,36,1,48,0.239583333
0.036,cruiserweight,27,right-handed,27,47,1,75,0.366666667
0.035,super welterweight,16,right-handed,7,63,1,71,0.105633803
0.035,middleweight,18,right-handed,2,22,1,25,0.1
0.035,light heavyweight,21,right-handed,2,17,2,21,0.142857143
0.04,super flyweight,14,right-handed,4,13,0,17,0.235294118
0.04,middleweight,20,right-handed,11,12,0,23,0.47826087
0.04,featherweight,19,right-handed,2,13,2,17,0.176470588
0.039,cruiserweight,17,right-handed,7,24,1,32,0.234375
0.039,super featherweight,16,right-handed,3,13,1,17,0.205882353
0.039,middleweight,26,right-handed,13,16,1,30,0.45
0.039,bantamweight,30,right-handed,12,77,5,94,0.154255319
0.039,middleweight,31,right-handed,7,29,2,38,0.210526316
0.039,welterweight,10,right-handed,2,19,0,21,0.095238095
0.039,cruiserweight,23,right-handed,5,22,0,27,0.185185185
0.039,super middleweight,30,right-handed,4,50,0,54,0.074074074
0.039,heavyweight,25,right-handed,2,16,0,18,0.111111111
0.039,minimumweight,12,right-handed,3,14,0,17,0.176470588
0.039,lightweight,10,right-handed,9,13,1,23,0.413043478
0.039,middleweight,27,right-handed,2,11,0,13,0.153846154
0.039,super middleweight,NA,right-handed,6,12,0,18,0.333333333
0.039,middleweight,27,right-handed,1,16,2,19,0.105263158
0.039,super bantamweight,12,right-handed,3,25,1,29,0.120689655
0.039,super lightweight,6,right-handed,1,11,0,12,0.083333333
0.039,featherweight,5,right-handed,1,11,0,12,0.083333333
0.039,heavyweight,28,right-handed,0,2,0,2,0
0.039,welterweight,27,right-handed,1,11,0,12,0.083333333
0.039,middleweight,25,right-handed,0,11,0,11,0
0.039,super bantamweight,11,right-handed,0,11,0,11,0
0.039,flyweight,NA,right-handed,0,11,1,12,0.041666667
0.039,featherweight,23,right-handed,0,11,0,11,0
0.039,lightweight,25,right-handed,0,9,0,9,0
0.039,super lightweight,26,right-handed,2,12,2,16,0.1875
0.039,super bantamweight,11,right-handed,4,16,0,20,0.2
0.039,welterweight,23,right-handed,7,20,2,29,0.275862069
0.039,light heavyweight,26,right-handed,3,21,0,24,0.125
0.039,super lightweight,21,right-handed,0,14,2,16,0.0625
0.038,bantamweight,16,right-handed,3,21,1,25,0.14
0.038,welterweight,27,right-handed,6,31,1,38,0.171052632
0.038,welterweight,12,right-handed,3,47,4,54,0.092592593
0.038,super flyweight,15,right-handed,10,30,1,41,0.256097561
0.038,welterweight,NA,right-handed,2,13,0,15,0.133333333
0.038,lightweight,8,right-handed,4,13,0,17,0.235294118
0.038,cruiserweight,18,right-handed,3,23,0,26,0.115384615
0.038,middleweight,20,right-handed,3,12,0,15,0.2
0.038,flyweight,14,right-handed,4,17,0,21,0.19047619
0.038,heavyweight,9,right-handed,4,16,0,20,0.2
0.038,heavyweight,25,right-handed,8,14,0,22,0.363636364
0.038,middleweight,25,right-handed,5,50,0,55,0.090909091
0.038,super bantamweight,15,right-handed,0,11,0,11,0
0.038,super welterweight,12,right-handed,0,12,0,12,0
0.038,super welterweight,21,right-handed,1,12,0,13,0.076923077
0.038,heavyweight,19,right-handed,0,12,0,12,0
0.038,middleweight,25,right-handed,0,12,0,12,0
0.038,super featherweight,15,right-handed,0,11,0,11,0
0.041,welterweight,29,right-handed,1,9,0,10,0.1
0.041,super bantamweight,18,right-handed,0,9,0,9,0
0.041,super featherweight,10,right-handed,0,9,0,9,0
0.041,super bantamweight,20,right-handed,0,9,0,9,0
0.041,lightweight,14,right-handed,1,10,0,11,0.090909091
0.041,lightweight,10,right-handed,0,9,0,9,0
0.041,super welterweight,17,right-handed,0,9,0,9,0
0.041,heavyweight,15,right-handed,0,9,0,9,0
0.041,super middleweight,33,right-handed,25,93,2,120,0.216666667
0.041,flyweight,10,right-handed,0,9,2,11,0.090909091
0.041,cruiserweight,24,right-handed,0,9,0,9,0
0.041,super flyweight,9,right-handed,0,9,0,9,0
0.041,super welterweight,27,right-handed,0,9,0,9,0
0.041,super middleweight,31,right-handed,69,79,2,150,0.466666667
0.041,cruiserweight,25,right-handed,8,49,3,60,0.158333333
0.041,flyweight,11,right-handed,4,14,3,21,0.261904762
0.04,featherweight,20,right-handed,2,12,0,14,0.142857143
0.04,super middleweight,16,right-handed,2,9,3,14,0.25
0.04,cruiserweight,8,right-handed,9,12,1,22,0.431818182
0.04,heavyweight,19,right-handed,9,11,0,20,0.45
0.04,featherweight,11,right-handed,6,14,1,21,0.30952381
0.04,middleweight,17,right-handed,2,14,4,20,0.2
0.04,super lightweight,22,right-handed,2,17,0,19,0.105263158
0.04,super welterweight,10,right-handed,2,27,1,30,0.083333333
0.04,lightweight,NA,right-handed,2,10,1,13,0.192307692
0.04,featherweight,20,right-handed,1,8,1,10,0.15
0.04,super middleweight,26,right-handed,9,38,4,51,0.215686275
0.04,super featherweight,27,right-handed,3,8,0,11,0.272727273
0.04,welterweight,16,right-handed,0,12,0,12,0
0.04,cruiserweight,19,right-handed,3,12,0,15,0.2
0.04,super middleweight,12,right-handed,2,10,2,14,0.214285714
0.04,flyweight,NA,right-handed,2,10,1,13,0.192307692
0.04,lightweight,20,right-handed,5,25,0,30,0.166666667
0.04,super featherweight,19,right-handed,6,23,1,30,0.216666667
0.04,featherweight,16,right-handed,4,29,0,33,0.121212121
0.04,super bantamweight,14,right-handed,4,21,2,27,0.185185185
0.04,lightweight,12,right-handed,1,11,1,13,0.115384615
0.04,heavyweight,19,right-handed,1,12,1,14,0.107142857
0.04,lightweight,7,right-handed,0,10,0,10,0
0.04,cruiserweight,10,right-handed,0,6,0,6,0
0.04,super lightweight,16,right-handed,0,10,0,10,0
0.04,welterweight,7,right-handed,0,10,0,10,0
0.04,cruiserweight,6,right-handed,1,10,0,11,0.090909091
0.04,super lightweight,8,right-handed,0,10,0,10,0
0.04,middleweight,NA,right-handed,0,8,1,9,0.055555556
0.04,super bantamweight,7,right-handed,0,9,0,9,0
0.04,light flyweight,NA,right-handed,0,10,0,10,0
0.04,welterweight,16,right-handed,0,10,0,10,0
0.04,light flyweight,30,right-handed,0,10,0,10,0
0.04,light heavyweight,16,right-handed,17,53,3,73,0.253424658
0.042,super lightweight,27,right-handed,0,8,0,8,0
0.042,middleweight,12,right-handed,0,8,0,8,0
0.042,super featherweight,NA,right-handed,0,8,1,9,0.055555556
0.042,welterweight,9,right-handed,0,8,1,9,0.055555556
0.042,welterweight,16,right-handed,0,8,0,8,0
0.042,welterweight,NA,right-handed,0,7,0,7,0
0.042,super flyweight,14,right-handed,0,8,0,8,0
0.042,super featherweight,10,right-handed,12,48,5,65,0.223076923
0.042,super middleweight,8,right-handed,0,8,0,8,0
0.042,flyweight,17,right-handed,0,8,0,8,0
0.042,heavyweight,17,right-handed,0,8,0,8,0
0.042,super welterweight,18,right-handed,1,1,0,2,0.5
0.042,featherweight,14,right-handed,3,16,0,19,0.157894737
0.042,super welterweight,12,right-handed,4,48,2,54,0.092592593
0.042,super welterweight,17,right-handed,2,26,2,30,0.1
0.042,featherweight,17,right-handed,4,30,2,36,0.138888889
0.042,light flyweight,15,right-handed,2,13,2,17,0.176470588
0.042,heavyweight,30,right-handed,3,17,1,21,0.166666667
0.042,super lightweight,13,right-handed,5,27,2,34,0.176470588
0.042,super welterweight,NA,right-handed,2,12,3,17,0.205882353
0.042,super flyweight,11,right-handed,6,24,0,30,0.2
0.042,super bantamweight,24,right-handed,3,9,2,14,0.285714286
0.041,middleweight,17,right-handed,1,55,2,58,0.034482759
0.041,cruiserweight,28,right-handed,0,10,2,12,0.083333333
0.041,welterweight,10,right-handed,2,13,0,15,0.133333333
0.041,super lightweight,13,right-handed,1,23,2,26,0.076923077
0.041,lightweight,17,right-handed,10,29,0,39,0.256410256
0.041,lightweight,7,right-handed,8,20,0,28,0.285714286
0.041,welterweight,16,right-handed,13,17,0,30,0.433333333
0.041,super lightweight,18,right-handed,3,16,1,20,0.175
0.041,light heavyweight,25,right-handed,11,32,2,45,0.266666667
0.041,bantamweight,22,right-handed,7,14,0,21,0.333333333
0.041,super lightweight,17,right-handed,3,14,0,17,0.176470588
0.041,super welterweight,7,right-handed,3,19,3,25,0.18
0.041,super lightweight,8,right-handed,5,1,0,6,0.833333333
0.041,flyweight,14,right-handed,1,9,1,11,0.136363636
0.041,welterweight,15,right-handed,0,9,1,10,0.05
0.041,bantamweight,14,right-handed,1,9,1,11,0.136363636
0.041,heavyweight,8,right-handed,19,42,1,62,0.314516129
0.041,super welterweight,11,right-handed,2,9,4,15,0.266666667
0.041,welterweight,14,right-handed,2,9,0,11,0.181818182
0.041,middleweight,13,right-handed,1,16,1,18,0.083333333
0.041,heavyweight,24,right-handed,2,16,0,18,0.111111111
0.041,heavyweight,19,right-handed,2,9,0,11,0.181818182
0.041,light heavyweight,19,right-handed,1,10,0,11,0.090909091
0.041,bantamweight,21,right-handed,0,9,0,9,0
0.041,light heavyweight,11,right-handed,0,9,0,9,0
0.041,super welterweight,20,right-handed,0,9,0,9,0
0.041,lightweight,7,right-handed,0,6,0,6,0
0.041,super featherweight,14,right-handed,0,9,1,10,0.05
0.043,cruiserweight,13,right-handed,13,51,4,68,0.220588235
0.043,welterweight,17,right-handed,4,11,2,17,0.294117647
0.043,super welterweight,20,right-handed,3,25,0,28,0.107142857
0.043,lightweight,12,right-handed,4,19,1,24,0.1875
0.043,super middleweight,35,right-handed,7,67,5,79,0.120253165
0.042,middleweight,18,right-handed,0,8,0,8,0
0.042,super welterweight,23,right-handed,11,10,1,22,0.522727273
0.042,cruiserweight,19,right-handed,1,8,1,10,0.15
0.042,super welterweight,19,right-handed,21,25,0,46,0.456521739
0.042,super middleweight,7,right-handed,7,10,3,20,0.425
0.042,super welterweight,29,right-handed,3,45,1,49,0.071428571
0.042,super welterweight,9,right-handed,9,26,3,38,0.276315789
0.042,featherweight,10,right-handed,2,21,0,23,0.086956522
0.042,welterweight,10,right-handed,9,13,1,23,0.413043478
0.042,heavyweight,21,right-handed,7,15,0,22,0.318181818
0.042,super flyweight,7,right-handed,4,13,0,17,0.235294118
0.042,heavyweight,11,right-handed,7,12,0,19,0.368421053
0.042,super middleweight,17,right-handed,6,21,3,30,0.25
0.042,super welterweight,12,right-handed,5,10,0,15,0.333333333
0.042,flyweight,15,right-handed,3,13,3,19,0.236842105
0.042,super bantamweight,22,right-handed,4,12,1,17,0.264705882
0.042,super featherweight,31,right-handed,7,14,0,21,0.333333333
0.042,featherweight,13,right-handed,9,45,5,59,0.194915254
0.042,lightweight,16,right-handed,7,11,0,18,0.388888889
0.042,cruiserweight,8,right-handed,7,15,1,23,0.326086957
0.042,middleweight,15,right-handed,2,10,0,12,0.166666667
0.042,lightweight,24,right-handed,1,11,1,13,0.115384615
0.042,super middleweight,16,right-handed,1,5,0,6,0.166666667
0.042,bantamweight,8,right-handed,1,10,2,13,0.153846154
0.042,super middleweight,10,right-handed,0,2,0,2,0
0.042,cruiserweight,26,right-handed,8,72,2,82,0.109756098
0.042,featherweight,NA,right-handed,1,1,0,2,0.5
0.042,featherweight,16,right-handed,2,10,1,13,0.192307692
0.042,heavyweight,13,right-handed,3,32,0,35,0.085714286
0.042,heavyweight,NA,right-handed,2,9,0,11,0.181818182
0.042,super featherweight,25,right-handed,12,56,3,71,0.190140845
0.042,super featherweight,NA,right-handed,1,5,0,6,0.166666667
0.042,super welterweight,16,right-handed,0,8,0,8,0
0.042,cruiserweight,8,right-handed,0,6,0,6,0
0.042,super welterweight,29,right-handed,0,6,0,6,0
0.042,super middleweight,29,right-handed,0,7,0,7,0
0.042,super lightweight,20,right-handed,0,8,0,8,0
0.042,flyweight,13,right-handed,1,8,0,9,0.111111111
0.042,heavyweight,24,right-handed,0,8,0,8,0
0.042,light heavyweight,8,right-handed,0,8,1,9,0.055555556
0.042,super welterweight,NA,right-handed,0,8,0,8,0
0.042,lightweight,8,right-handed,0,8,0,8,0
0.042,super welterweight,19,right-handed,1,11,0,12,0.083333333
0.042,minimumweight,13,right-handed,1,8,0,9,0.111111111
0.042,super bantamweight,23,right-handed,0,8,0,8,0
0.043,super middleweight,NA,right-handed,3,9,1,13,0.269230769
0.043,super bantamweight,9,right-handed,2,7,0,9,0.222222222
0.043,heavyweight,15,right-handed,3,27,0,30,0.1
0.043,middleweight,21,right-handed,0,7,4,11,0.181818182
0.043,welterweight,11,right-handed,2,6,0,8,0.25
0.043,featherweight,19,right-handed,0,7,2,9,0.111111111
0.043,cruiserweight,20,right-handed,2,15,0,17,0.117647059
0.043,welterweight,23,right-handed,2,10,0,12,0.166666667
0.043,super lightweight,NA,right-handed,2,6,0,8,0.25
0.043,super featherweight,21,right-handed,3,9,1,13,0.269230769
0.043,middleweight,38,right-handed,11,14,2,27,0.444444444
0.043,super featherweight,5,right-handed,1,7,0,8,0.125
0.043,super welterweight,9,right-handed,1,14,1,16,0.09375
0.043,bantamweight,NA,right-handed,1,13,0,14,0.071428571
0.043,super middleweight,20,right-handed,6,26,0,32,0.1875
0.043,welterweight,14,right-handed,1,8,0,9,0.111111111
0.043,super lightweight,14,right-handed,1,7,0,8,0.125
0.043,bantamweight,16,right-handed,2,8,0,10,0.2
0.043,light heavyweight,13,right-handed,2,9,0,11,0.181818182
0.043,super welterweight,12,right-handed,3,7,0,10,0.3
0.043,heavyweight,27,right-handed,3,15,1,19,0.184210526
0.043,super bantamweight,NA,right-handed,0,7,0,7,0
0.043,super middleweight,10,right-handed,0,7,0,7,0
0.043,super featherweight,19,right-handed,0,7,0,7,0
0.043,welterweight,19,right-handed,0,7,0,7,0
0.043,cruiserweight,33,right-handed,0,7,0,7,0
0.043,cruiserweight,15,right-handed,0,7,0,7,0
0.043,super featherweight,13,right-handed,0,7,0,7,0
0.043,super flyweight,20,right-handed,0,5,0,5,0
0.043,welterweight,14,right-handed,0,3,0,3,0
0.043,middleweight,11,right-handed,0,5,0,5,0
0.043,heavyweight,25,right-handed,1,7,0,8,0.125
0.043,light heavyweight,9,right-handed,1,13,0,14,0.071428571
0.043,welterweight,17,right-handed,0,7,0,7,0
0.043,featherweight,22,right-handed,0,7,1,8,0.0625
0.043,featherweight,17,right-handed,0,7,0,7,0
0.043,bantamweight,13,right-handed,0,7,0,7,0
0.043,super bantamweight,7,right-handed,0,7,0,7,0
0.043,welterweight,16,right-handed,0,7,0,7,0
0.043,light heavyweight,25,right-handed,0,7,1,8,0.0625
0.043,super welterweight,22,right-handed,0,7,0,7,0
0.043,featherweight,14,right-handed,0,7,0,7,0
0.043,flyweight,8,right-handed,0,6,0,6,0
0.043,super bantamweight,15,right-handed,0,7,0,7,0
0.043,cruiserweight,15,right-handed,1,7,0,8,0.125
0.043,middleweight,14,right-handed,1,7,0,8,0.125
0.043,light flyweight,17,right-handed,0,7,1,8,0.0625
0.043,super middleweight,11,right-handed,11,14,0,25,0.44
0.043,super lightweight,17,right-handed,0,9,0,9,0
0.043,bantamweight,7,right-handed,6,8,0,14,0.428571429
0.044,lightweight,19,right-handed,3,11,2,16,0.25
0.044,super bantamweight,NA,right-handed,0,6,0,6,0
0.044,cruiserweight,16,right-handed,0,6,0,6,0
0.044,middleweight,12,right-handed,0,6,0,6,0
